configuration,lambda_mu1,K,mu2,max_k_s,max_k_f,backup,alpha_s,alpha_f,T_avg,T_var,T_wait1_avg,T_service1_avg,T_wait2_avg,T_service2_avg,load1_avg,load2_avg
Infinite_Sans_Backup_Piscine_K17,"[(16.6, 1.0)]",17,20.0,,,Non,0.0%,0.0%,[2.69],[3.33],[2.27],[1.0],[0.23],[0.05],0.96,0.82
